GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDPE001,NAME_M,ABDPM001
"G3200050","2010-2014",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nevada",58940,"Douglas County, Nevada",2459
"G3200070","2010-2014",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elko County, Nevada",72280,"Elko County, Nevada",2898
"G3200090","2010-2014",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeralda County, Nevada",31528,"Esmeralda County, Nevada",9798
"G3200110","2010-2014",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka County, Nevada",68403,"Eureka County, Nevada",24387
"G3200130","2010-2014",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Nevada",62632,"Humboldt County, Nevada",6433
"G3200150","2010-2014",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lander County, Nevada",76558,"Lander County, Nevada",8882
"G3200170","2010-2014",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nevada",40550,"Lincoln County, Nevada",5988
"G3200190","2010-2014",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Nevada",47143,"Lyon County, Nevada",1878
"G3200210","2010-2014",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Nevada",38664,"Mineral County, Nevada",4916
"G3200230","2010-2014",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nye County, Nevada",41757,"Nye County, Nevada",2105
"G3200270","2010-2014",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pershing County, Nevada",48165,"Pershing County, Nevada",6008
"G3200290","2010-2014",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Storey County, Nevada",64835,"Storey County, Nevada",8224
"G3200310","2010-2014",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washoe County, Nevada",52910,"Washoe County, Nevada",875
"G3200330","2010-2014",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Pine County, Nevada",55337,"White Pine County, Nevada",5184
"G3205100","2010-2014",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, Nevada",50108,"Carson City, Nevada",2629
"G3300010","2010-2014",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belknap County, New Hampshire",60782,"Belknap County, New Hampshire",2425
"G3300030","2010-2014",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, New Hampshire",52393,"Carroll County, New Hampshire",1967
"G3300050","2010-2014",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",56139,"Cheshire County, New Hampshire",1659
"G3300070","2010-2014",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coos County, New Hampshire",42407,"Coos County, New Hampshire",1903
"G3300090","2010-2014",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",55045,"Grafton County, New Hampshire",2120
"G3300110","2010-2014",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",70906,"Hillsborough County, New Hampshire",1243
"G3300130","2010-2014",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",65226,"Merrimack County, New Hampshire",1624
"G3300150","2010-2014",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",79368,"Rockingham County, New Hampshire",1308
"G3300170","2010-2014",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",59580,"Strafford County, New Hampshire",1849
"G3300190","2010-2014",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",56851,"Sullivan County, New Hampshire",3153
"G3400010","2010-2014",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",54392,"Atlantic County, New Jersey",1335
"G3400030","2010-2014",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",83686,"Bergen County, New Jersey",1281
"G3400050","2010-2014",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",79612,"Burlington County, New Jersey",1097
"G3400070","2010-2014",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",61842,"Camden County, New Jersey",1064
"G3400090","2010-2014",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",57394,"Cape May County, New Jersey",1758
"G3400110","2010-2014",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",50603,"Cumberland County, New Jersey",1419
"G3400130","2010-2014",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",54499,"Essex County, New Jersey",756
"G3400150","2010-2014",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",76213,"Gloucester County, New Jersey",1293
"G3400170","2010-2014",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",58973,"Hudson County, New Jersey",1294
"G3400190","2010-2014",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",106519,"Hunterdon County, New Jersey",3055
"G3400210","2010-2014",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",74118,"Mercer County, New Jersey",1465
"G3400230","2010-2014",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",80118,"Middlesex County, New Jersey",876
"G3400250","2010-2014",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",85605,"Monmouth County, New Jersey",997
"G3400270","2010-2014",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",99142,"Morris County, New Jersey",1213
"G3400290","2010-2014",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",61839,"Ocean County, New Jersey",718
"G3400310","2010-2014",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",59513,"Passaic County, New Jersey",1285
"G3400330","2010-2014",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",60768,"Salem County, New Jersey",2502
"G3400350","2010-2014",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",100903,"Somerset County, New Jersey",1388
"G3400370","2010-2014",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",87397,"Sussex County, New Jersey",2020
"G3400390","2010-2014",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",69396,"Union County, New Jersey",1269
"G3400410","2010-2014",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",70934,"Warren County, New Jersey",1742
"G3500010","2010-2014",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",48390,"Bernalillo County, New Mexico",772
"G3500030","2010-2014",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",39342,"Catron County, New Mexico",4817
"G3500050","2010-2014",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",40541,"Chaves County, New Mexico",2275
"G3500060","2010-2014",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",36279,"Cibola County, New Mexico",4133
"G3500070","2010-2014",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",35189,"Colfax County, New Mexico",5086
"G3500090","2010-2014",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",40318,"Curry County, New Mexico",2077
"G3500110","2010-2014",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",37961,"De Baca County, New Mexico",8778
"G3500130","2010-2014",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",38426,"Doña Ana County, New Mexico",1361
"G3500150","2010-2014",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",51303,"Eddy County, New Mexico",2985
"G3500170","2010-2014",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, New Mexico",38923,"Grant County, New Mexico",1550
"G3500190","2010-2014",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, New Mexico",27957,"Guadalupe County, New Mexico",4252
"G3500210","2010-2014",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, New Mexico",31500,"Harding County, New Mexico",5889
"G3500230","2010-2014",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, New Mexico",35048,"Hidalgo County, New Mexico",3637
"G3500250","2010-2014",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",55248,"Lea County, New Mexico",2210
"G3500270","2010-2014",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, New Mexico",41710,"Lincoln County, New Mexico",3650
"G3500280","2010-2014",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Alamos County, New Mexico",105989,"Los Alamos County, New Mexico",5896
"G3500290","2010-2014",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Luna County, New Mexico",28489,"Luna County, New Mexico",2424
"G3500310","2010-2014",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinley County, New Mexico",29812,"McKinley County, New Mexico",1594
"G3500330","2010-2014",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mora County, New Mexico",24425,"Mora County, New Mexico",4478
"G3500350","2010-2014",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, New Mexico",40614,"Otero County, New Mexico",2069
"G3500370","2010-2014",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quay County, New Mexico",29042,"Quay County, New Mexico",3211
"G3500390","2010-2014",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Arriba County, New Mexico",38635,"Rio Arriba County, New Mexico",2294
"G3500410","2010-2014",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, New Mexico",36567,"Roosevelt County, New Mexico",2909
"G3500430","2010-2014",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandoval County, New Mexico",57092,"Sandoval County, New Mexico",1937
"G3500450","2010-2014",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, New Mexico",48824,"San Juan County, New Mexico",1775
"G3500470","2010-2014",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel County, New Mexico",28292,"San Miguel County, New Mexico",3477
"G3500490","2010-2014",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Fe County, New Mexico",52958,"Santa Fe County, New Mexico",1624
"G3500510","2010-2014",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, New Mexico",28855,"Sierra County, New Mexico",3069
"G3500530","2010-2014",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Socorro County, New Mexico",33570,"Socorro County, New Mexico",1608
"G3500550","2010-2014",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taos County, New Mexico",35823,"Taos County, New Mexico",3486
"G3500570","2010-2014",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torrance County, New Mexico",34720,"Torrance County, New Mexico",3984
"G3500590","2010-2014",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Mexico",36176,"Union County, New Mexico",2804
"G3500610","2010-2014",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",42012,"Valencia County, New Mexico",1962
"G3600010","2010-2014",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany County, New York",59940,"Albany County, New York",1051
"G3600030","2010-2014",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegany County, New York",42726,"Allegany County, New York",1282
"G3600050","2010-2014",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bronx County, New York",34284,"Bronx County, New York",461
"G3600070","2010-2014",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broome County, New York",46368,"Broome County, New York",823
"G3600090","2010-2014",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattaraugus County, New York",43503,"Cattaraugus County, New York",1179
"G3600110","2010-2014",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cayuga County, New York",51792,"Cayuga County, New York",1334
"G3600130","2010-2014",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chautauqua County, New York",42720,"Chautauqua County, New York",925
"G3600150","2010-2014",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chemung County, New York",49685,"Chemung County, New York",1973
"G3600170","2010-2014",,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chenango County, New York",44427,"Chenango County, New York",1527
"G3600190","2010-2014",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, New York",50985,"Clinton County, New York",1902
"G3600210","2010-2014",,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, New York",58625,"Columbia County, New York",2570
"G3600230","2010-2014",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cortland County, New York",48404,"Cortland County, New York",2194
"G3600250","2010-2014",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, New York",44183,"Delaware County, New York",2135
"G3600270","2010-2014",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dutchess County, New York",72471,"Dutchess County, New York",1477
"G3600290","2010-2014",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, New York",51050,"Erie County, New York",500
"G3600310","2010-2014",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New York",50322,"Essex County, New York",3229
"G3600330","2010-2014",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, New York",47110,"Franklin County, New York",2132
"G3600350","2010-2014",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, New York",45722,"Fulton County, New York",2547
"G3600370","2010-2014",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genesee County, New York",50573,"Genesee County, New York",1504
"G3600390","2010-2014",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, New York",49864,"Greene County, New York",2081
"G3600410","2010-2014",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, New York",52939,"Hamilton County, New York",3814
"G3600430","2010-2014",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herkimer County, New York",45649,"Herkimer County, New York",1681
"G3600450","2010-2014",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, New York",48613,"Jefferson County, New York",1339
"G3600470","2010-2014",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, New York",46958,"Kings County, New York",433
"G3600490","2010-2014",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, New York",46990,"Lewis County, New York",1757
"G3600510","2010-2014",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, New York",52200,"Livingston County, New York",1665
"G3600530","2010-2014",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, New York",53584,"Madison County, New York",1273
"G3600550","2010-2014",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, New York",52501,"Monroe County, New York",641
"G3600570","2010-2014",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, New York",44167,"Montgomery County, New York",1575
"G3600590","2010-2014",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nassau County, New York",98401,"Nassau County, New York",1104
"G3600610","2010-2014",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York County, New York",71656,"New York County, New York",825
"G3600630","2010-2014",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niagara County, New York",49091,"Niagara County, New York",1328
"G3600650","2010-2014",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, New York",48931,"Oneida County, New York",884
"G3600670","2010-2014",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Onondaga County, New York",54498,"Onondaga County, New York",651
"G3600690","2010-2014",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario County, New York",57318,"Ontario County, New York",1322
"G3600710","2010-2014",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, New York",70794,"Orange County, New York",1034
"G3600730","2010-2014",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans County, New York",48015,"Orleans County, New York",2137
"G3600750","2010-2014",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oswego County, New York",47646,"Oswego County, New York",1359
"G3600770","2010-2014",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otsego County, New York",47884,"Otsego County, New York",2096
"G3600790","2010-2014",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",96262,"Putnam County, New York",2943
"G3600810","2010-2014",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Queens County, New York",57210,"Queens County, New York",508
"G3600830","2010-2014",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rensselaer County, New York",60140,"Rensselaer County, New York",1661
"G3600850","2010-2014",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, New York",74043,"Richmond County, New York",1255
"G3600870","2010-2014",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockland County, New York",85808,"Rockland County, New York",1242
"G3600890","2010-2014",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Lawrence County, New York",44454,"St. Lawrence County, New York",1211
"G3600910","2010-2014",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saratoga County, New York",70581,"Saratoga County, New York",1555
"G3600930","2010-2014",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady County, New York",57025,"Schenectady County, New York",1387
"G3600950","2010-2014",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schoharie County, New York",51873,"Schoharie County, New York",2281
"G3600970","2010-2014",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, New York",49225,"Schuyler County, New York",3050
"G3600990","2010-2014",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seneca County, New York",48932,"Seneca County, New York",1551
"G3601010","2010-2014",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, New York",47733,"Steuben County, New York",1010
"G3601030","2010-2014",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk County, New York",88323,"Suffolk County, New York",1030
"G3601050","2010-2014",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New York",49388,"Sullivan County, New York",2123
